,title,author
681,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg
682,The Elegance of the Hedgehog,Muriel Barbery
683,The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr. (Translator)
684,The Sirens of Titan,Kurt Vonnegut Jr.
685,Cosmos,Carl Sagan
686,The Big Sleep,Raymond Chandler
687,Grimm's Fairy Tales,Jacob Grimm
688,Quantum Roots,Kyle Keyes
689,Message in a Bottle,Nicholas Sparks 
690,Crooked Kingdom,Leigh Bardugo 
691,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown
692,Prodigy,Marie Lu 
693,The Power of Myth,Joseph Campbell
694,City of Ashes,Cassandra Clare 
695,The No. 1 Ladies' Detective Agency,Alexander McCall Smith 
696,Love Story,Erich Segal
697,Glass Houses,Rachel Caine 
698,Twenty Thousand Leagues Under the Sea,Jules Verne
699,Confessions of a Shopaholic,Sophie Kinsella 
700,Lover Revealed,J.R. Ward 
701,Odd Thomas,Dean Koontz 
702,The Edge of Never,J.A. Redmerski 
704,Club Dead,Charlaine Harris 
705,Ivanhoe,Walter Scott
706,Carry On,Rainbow Rowell 
707,Princess Academy,Shannon Hale 
708,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt
709,The Nightingale,Kristin Hannah 
710,Ender's Shadow,Orson Scott Card
711,The Aeneid,Virgil
712,Unravel Me,Tahereh Mafi
713,Emma,Jane Austen
714,Walk Two Moons,Sharon Creech
715,Angle of Repose,Wallace Stegner
716,Lover Avenged,J.R. Ward 
717,The Shell Seekers,Rosamunde Pilcher
718,The Corrections,Jonathan Franzen
719,The Bluest Eye,Toni Morrison
720,Anthem,Ayn Rand
721,The Witch of Blackbird Pond,Elizabeth George Speare
722,Under the Dome,Stephen King 
723,Living Dead in Dallas,Charlaine Harris 
724,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan 
725,A Canticle for Leibowitz,Walter M. Miller Jr.
726,The Jungle Books,Rudyard Kipling
727,Collected Fictions,Jorge Luis Borges
729,One Day,David Nicholls
730,The Story of My Life,Helen Keller
731,Digital Fortress,Dan Brown 
732,Something Wicked This Way Comes,Ray Bradbury
733,Linger,Maggie Stiefvater 
734,Geek Love,Katherine Dunn
735,Cryptonomicon,Neal Stephenson 
736,The Portrait of a Lady,Henry James
737,Because of Winn-Dixie,Kate DiCamillo 
738,My Name Is Asher Lev,Chaim Potok
739,How to Win Friends and Influence People,Dale Carnegie
740,Song of Solomon,Toni Morrison
741,Hard-Boiled Wonderland and the End of the World,Haruki Murakami
742,Jude the Obscure,Thomas Hardy
743,Red Rising,Pierce Brown 
744,Macbeth,William Shakespeare
745,The Namesake,Jhumpa Lahiri
746,Empire of Storms,Sarah J. Maas 
747,To All the Boys I've Loved Before,Jenny Han 
748,The Death Cure,James Dashner 
749,Howards End,E.M. Forster
750,The Girl on the Train,Paula Hawkins 
752,Holy Bible: King James Version,Anonymous
753,Ficciones,Jorge Luis Borges
754,It's Kind of a Funny Story,Ned Vizzini
755,Fire,Kristin Cashore
756,Death on the Nile,Agatha Christie
757,The Color of Magic,Terry Pratchett
758,The Hero of Ages,Brandon Sanderson 
759,Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,Steve Snyder 
760,The Sorrows of Young Werther,Johann Wolfgang von Goethe
761,Still Alice,Lisa Genova 
762,The Moon Is a Harsh Mistress,Robert A. Heinlein
763,Choke,Chuck Palahniuk 
764,Battle Royale,Koushun Takami
765,Dandelion Wine,Ray Bradbury
766,Mary Poppins,P.L. Travers
767,Finale,Becca Fitzpatrick 
768,The Awakening,Kelley Armstrong 
769,Gift from the Sea,Anne Morrow Lindbergh
771,Revolutionary Road,Richard Yates
772,An Abundance of Katherines,John Green 
773,Antigone,Sophocles
774,The Invention of Hugo Cabret,Brian Selznick
775,The Ocean at the End of the Lane,Neil Gaiman 
776,Small Gods,Terry Pratchett
777,Tender Is the Night,F. Scott Fitzgerald
778,Cold Sassy Tree,Olive Ann Burns
779,Nausea,Jean-Paul Sartre
780,The Passage,Justin Cronin 
781,The Reckoning,Kelley Armstrong 
783,Starship Troopers,Robert A. Heinlein
784,The Poetry of Robert Frost,Robert Frost
785,Ethan Frome,Edith Wharton
786,Exodus,Leon Uris
787,The Restaurant at the End of the Universe,Douglas Adams
788,The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher 
789,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey
790,The Gargoyle,Andrew Davidson 
791,Forrest Gump,Winston Groom
792,The Sparrow,Mary Doria Russell 
793,I Am the Messenger,Markus Zusak 
794,The Hate U Give,Angie Thomas 
795,Walking Disaster,Jamie McGuire 
796,Gabriel's Inferno,Sylvain Reynard 
797,Dreamfever,Karen Marie Moning 
798,Around the World in Eighty Days,Jules Verne
799,The Hotel New Hampshire,John Irving 
800,Pale Fire,Vladimir Nabokov
801,On Writing: A Memoir of the Craft,Stephen King 
802,Daughter of the Forest,Juliet Marillier 
803,The Forgotten Garden,Kate Morton 
804,Illusions: The Adventures of a Reluctant Messiah,Richard Bach 
805,Wild Swans: Three Daughters of China,Jung Chang
806,The Bridges of Madison County,Robert James Waller
807,Kane and Abel,Jeffrey Archer
808,Reflected in You,Sylvia Day 
809,Specials,Scott Westerfeld 
810,"Absalom, Absalom!",William Faulkner
811,Shutter Island,Dennis Lehane 
812,Mort,Terry Pratchett
813,The Golden Lily,Richelle Mead 
814,One Foot in the Grave,Jeaniene Frost 
815,A Million Little Pieces,James Frey
816,Mystic River,Dennis Lehane 
817,The Dark Tower,Stephen King 
818,The Blood of Olympus,Rick Riordan 
819,Lover Mine,J.R. Ward 
820,Burned,P.C. Cast 
821,Guilty Pleasures,Laurell K. Hamilton 
822,The City of Ember,Jeanne DuPrau
823,Dead as a Doornail,Charlaine Harris 
824,The Glass Castle,Jeannette Walls
825,Holy Bible: New International Version,Anonymous
826,Simon vs. the Homo Sapiens Agenda,Becky Albertalli 
827,Christy,Catherine Marshall
828,The Lucky One,Nicholas Sparks 
829,The Amulet of Samarkand,Jonathan Stroud 
830,Crank,Ellen Hopkins 
831,House of Leaves,Mark Z. Danielewski 
832,The Hunt for Red October,Tom Clancy
833,Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher 
835,Shadow and Bone,Leigh Bardugo 
836,Orlando,Virginia Woolf
837,Requiem for a Dream,Hubert SelJr.
838,A Connecticut Yankee in King Arthur's Court,Mark Twain
839,The Agony and the Ecstasy,Irving Stone
840,Pandemonium,Lauren Oliver 
841,"84, Charing Cross Road",Helene Hanff
842,"The Millennium Trilogy (Millennium Trilogy, #1-3)",Stieg Larsson
843,The Story of Edgar Sawtelle,David Wroblewski
844,Factotum,Charles Bukowski
845,How Green Was My Valley,Richard Llewellyn
846,The Bonfire of the Vanities,Tom Wolfe
847,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley
848,Where the Heart Is,Billie Letts
849,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson
850,Naked Lunch,William S. Burroughs
851,The Fall,Albert Camus
852,Still Life with Woodpecker,Tom Robbins
853,"Night World, No. 1",L.J. Smith 
854,The House of Mirth,Edith Wharton
855,"Will Grayson, Will Grayson",John Green 
856,Journey to the End of the Night,Louis-Ferdinand Céline
857,On the Beach,Nevil Shute
858,Thoughtless,S.C. Stephens 
859,The Long Walk,Richard Bachman (Pseudonym)
860,The Wedding,Nicholas Sparks 
861,A Moveable Feast,Ernest Hemingway
862,Fablehaven,Brandon Mull 
863,Lunar Park,Bret Easton Ellis
864,Sometimes a Great Notion,Ken Kesey
865,The Murder of Roger Ackroyd,Agatha Christie
866,Shakespeare's Sonnets,William Shakespeare
867,Easy,Tammara Webber 
868,Beach Music,Pat Conroy
869,We,Yevgeny Zamyatin
870,The Pact,Jodi Picoult 
871,The Awakening / The Struggle,L.J. Smith 
872,"Roll of Thunder, Hear My Cry",Mildred D. Taylor
873,Deception Point,Dan Brown 
874,Faefever,Karen Marie Moning 
875,Onyx,Jennifer L. Armentrout 
876,Fantasy Lover,Sherrilyn Kenyon 
877,This Lullaby,Sarah Dessen 
878,Ugly Love,Colleen Hoover 
879,Sharp Objects,Gillian Flynn 
880,Passion,Lauren Kate 
881,A Court of Wings and Ruin,Sarah J. Maas 
882,Bitten,Kelley Armstrong 
883,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman
884,Sapiens: A Brief History of Humankind,Yuval Noah Harari
885,Meditations,Marcus Aurelius
886,From Dead to Worse,Charlaine Harris 
887,Wizard and Glass,Stephen King 
888,Disgrace,J.M. Coetzee
889,The Fountainhead,Ayn Rand
890,Wings,Aprilynne Pike
891,All Together Dead,Charlaine Harris 
892,The Brief Wondrous Life of Oscar Wao,Junot Díaz
893,Dark Places,Gillian Flynn 
894,Silas Marner,George Eliot
895,The Rime of the Ancient Mariner,Samuel Taylor Coleridge
896,The Drawing of the Three,Stephen King 
897,The Bhagavad Gita,Krishna-Dwaipayana Vyasa
898,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",Nancy E. Turner
899,Dead and Gone,Charlaine Harris 
900,Every Day,David Levithan 
901,The Horse Whisperer,Nicholas Evans
902,The Maltese Falcon,Dashiell Hammett
903,The Man Without Qualities,Robert Musil
904,Skagboys,Irvine Welsh
905,Childhood's End,Arthur C. Clarke
906,Tiger's Curse,Colleen Houck 
907,Redwall,Brian Jacques
908,Thus Spoke Zarathustra,Friedrich Nietzsche
909,Safe Haven,Nicholas Sparks 
910,The Iliad,Homer
911,All the Pretty Horses,Cormac McCarthy
912,The Razor's Edge,W. Somerset Maugham
913,Into the Wild,Erin Hunter
914,The Ruins of Gorlan,John Flanagan
915,The Runaway Jury,John Grisham 
916,Call Me By Your Name,André Aciman 
917,Hex Hall,Rachel Hawkins 
918,Unearthly,Cynthia Hand 
919,The Well of Ascension,Brandon Sanderson 
920,Light in August,William Faulkner
921,The Guardian,Nicholas Sparks 
922,White Noise,Don DeLillo
923,Along for the Ride,Sarah Dessen 
924,The Story of Ferdinand,Munro Leaf
925,A Passage to India,E.M. Forster
926,Dead Witch Walking,Kim Harrison 
927,Beastly,Alex Flinn 
928,The Far Pavilions,M.M. Kaye
929,At Grave's End,Jeaniene Frost 
930,The Man in the High Castle,Philip K. Dick
931,A Bend in the Road,Nicholas Sparks 
932,"Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love",Aimee Cabo Nikolov 
933,The Indigo Spell,Richelle Mead 
935,Blue Bloods,Melissa de la Cruz 
936,The Assassin's Blade,Sarah J. Maas 
937,Suzanne's Diary for Nicholas,James Patterson 
938,A Doll's House,Henrik Ibsen
939,The Taming of the Shrew,William Shakespeare
940,Eleven Minutes,Paulo Coelho 
941,Smilla's Sense of Snow,Peter Høeg
942,The Devil Wears Prada,Lauren Weisberger
943,A Study in Scarlet,Arthur Conan Doyle
944,An Ember in the Ashes,Sabaa Tahir 
945,Anansi Boys,Neil Gaiman 
946,A Little Life,Hanya Yanagihara 
947,Songs of Innocence and of Experience,William Blake
948,The Tempest,William Shakespeare
949,The Dispossessed,Ursula K. Le Guin
950,Lover Enshrined,J.R. Ward 
951,The Pilgrim's Progress,John Bunyan
952,Running with Scissors,Augusten Burroughs 
953,Forbidden,Tabitha Suzuma 
955,The Great Divorce,C.S. Lewis
956,The Client,John Grisham 
957,The Iron Queen,Julie Kagawa 
958,The Last of the Mohicans,James Fenimore Cooper
959,Across the Universe,Beth Revis 
960,Hatchet,Gary Paulsen
961,Point of Retreat,Colleen Hoover 
962,Birdsong: A Novel of Love and War,Sebastian Faulks
963,Hogfather,Terry Pratchett
965,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter
966,Let the Right One In,John Ajvide Lindqvist
967,Nightshade,Andrea Cremer 
968,Storm Front,Jim Butcher 
969,Lock and Key,Sarah Dessen 
970,Valley of the Dolls,Jacqueline Susann
971,The Short Second Life of Bree Tanner,Stephenie Meyer
972,The Kitchen God's Wife,Amy Tan 
974,Eugene Onegin,Alexander Pushkin
975,Evernight,Claudia Gray 
976,Between Shades of Gray,Ruta Sepetys 
977,We Have Always Lived in the Castle,Shirley Jackson
978,Magician,Raymond E. Feist
979,Dirk Gently's Holistic Detective Agency,Douglas Adams
980,Animal Farm / 1984,George Orwell
981,Fingersmith,Sarah Waters
983,On Dublin Street,Samantha Young 
984,The Collector,John Fowles
985,Cry Wolf,Patricia Briggs
986,Swan Song,Robert R. McCammon
987,Memnoch the Devil,Anne Rice
988,Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi
989,The Winds of War,Herman Wouk
990,The Iron Daughter,Julie Kagawa 
991,A River Runs Through it and Other Stories,Norman Maclean
992,The Stinky Cheese Man and Other Fairly Stupid Tales,Jon Scieszka
993,The Mysterious Benedict Society,Trenton Lee Stewart 
994,The Valley of Horses,Jean M. Auel
995,Twenty Love Poems and a Song of Despair,Pablo Neruda
996,School's Out—Forever,James Patterson 
997,Saving the World and Other Extreme Sports,James Patterson 
998,Rules of Attraction,Simone Elkeles 
999,Percy Jackson and the Olympians,Rick Riordan 
1000,Tales of H.P. Lovecraft,H.P. Lovecraft
1001,Invisible Cities,Italo Calvino
1002,A Darker Shade of Magic,V.E. Schwab
1003,"Everything, Everything",Nicola Yoon 
1004,Timeline,Michael Crichton
1005,This Present Darkness,Frank E. Peretti
1006,"Go, Dog. Go!",P.D. Eastman
1007,Practical Magic,Alice Hoffman 
1008,Blue Moon,Alyson Noel 
1009,"Life, the Universe and Everything",Douglas Adams
1010,For One More Day,Mitch Albom 
1011,Tropic of Cancer,Henry Miller
1012,Till We Have Faces,C.S. Lewis
1013,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie
1014,Bloodfever,Karen Marie Moning 
1016,Awakened,P.C. Cast 
1017,A Scanner Darkly,Philip K. Dick
1018,The Way of Shadows,Brent Weeks 
1019,The Tin Drum,Günter Grass
1020,Half-Blood,Jennifer L. Armentrout 
1021,Fall on Your Knees,Ann-Marie MacDonald
1022,Winter,Marissa Meyer 
1023,The Immortal Life of Henrietta Lacks,Rebecca Skloot 
1024,Archer's Voice,Mia Sheridan 
1026,A Dirty Job,Christopher Moore 
1027,Origin,Jennifer L. Armentrout 
1028,The Forty Rules of Love,Elif Shafak 
1029,Switched,Amanda Hocking 
1030,A Town Like Alice,Nevil Shute
1031,Kushiel's Dart,Jacqueline Carey 
1032,Stones from the River,Ursula Hegi
1033,Una Historia de Ayer,Sergio Cobo
1034,"More Than Love, A Husband's Tale",Peter B. Forster 
1035,Journey to the Center of the Earth,Jules Verne
1036,Inkspell,Cornelia Funke 
1037,The Complete Persepolis,Marjane Satrapi
1038,Zorba the Greek,Nikos Kazantzakis
1039,The Turn of the Screw,Henry James
1040,Lady Midnight,Cassandra Clare 
1041,The Crying of Lot 49,Thomas Pynchon
1042,Forever,Maggie Stiefvater 
1043,Jaws,Peter Benchley
1044,"Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood",Kathleen Zamboni McCormick 
1045,Starcrossed,Josephine Angelini 
1046,Outliers: The Story of Success,Malcolm Gladwell
1047,The Waves,Virginia Woolf
1048,And the Mountains Echoed,Khaled Hosseini 
1050,The Decameron,Giovanni Boccaccio
1051,The Color of Water: A Black Man's Tribute to His White Mother,James McBride 
1052,Brave New World / Brave New World Revisited,Aldous Huxley
1053,Before I Go to Sleep,S.J. Watson 
1054,Germinal,Émile Zola
1055,Mother Night,Kurt Vonnegut Jr.
1056,Destined for an Early Grave,Jeaniene Frost 
1057,A Room of One's Own,Virginia Woolf
1058,The Tale of Despereaux,Kate DiCamillo 
1059,The Rescue,Nicholas Sparks 
1060,The Tale of Genji,Murasaki Shikibu
1061,Chronicle of a Death Foretold,Gabriel García Márquez
1062,Pleasant Day,Vera Jane Cook 
1063,Empire Falls,Richard Russo 
1064,Nights in Rodanthe,Nicholas Sparks 
1065,Hearts in Atlantis,Stephen King 
1066,Fallen Too Far,Abbi Glines 
1067,The Beekeeper's Apprentice,Laurie R. King 
1068,The Quiet American,Graham Greene
1069,Red Dragon,Thomas Harris
1070,Year of Wonders,Geraldine Brooks 
1071,Harriet the Spy,Louise Fitzhugh
1072,The Accidental Tourist,Anne Tyler 
1074,The Red Badge of Courage,Stephen Crane
1076,The Day of the Triffids,John Wyndham
1077,The Dragon Reborn,Robert Jordan
1078,The Raven and Other Poems,Edgar Allan Poe
1079,The Evolution of Mara Dyer,Michelle Hodkin 
1080,The Blade Itself,Joe Abercrombie
1081,Needful Things,Stephen King 
1082,The Throne of Fire,Rick Riordan 
1083,Batman: The Dark Knight Returns,Frank Miller
1084,Alias Grace,Margaret Atwood 
1085,On the Jellicoe Road,Melina Marchetta 
1086,Going Postal,Terry Pratchett
1087,Hopscotch,Julio Cortázar
1088,The Choice,Nicholas Sparks 
1089,The Red and the Black,Stendhal
1090,Pretty Little Liars,Sara Shepard 
1091,Under the Never Sky,Veronica Rossi 
1092,The Book of Disquiet: The Complete Edition,Fernando Pessoa
1093,The Dead Zone,Stephen King 
1094,Stoner,John Williams
1095,The Complete Anne of Green Gables Boxed Set,L.M. Montgomery
1096,"Love, Rosie",Cecelia Ahern
1097,The Glass Bead Game,Hermann Hesse
1098,"Night World, No. 2",L.J. Smith 
1099,The Celestine Prophecy,James Redfield
1100,Hawaii,James A. Michener
1101,The Gormenghast Novels,Mervyn Peake
1102,Inkdeath,Cornelia Funke 
1103,The Pelican Brief,John Grisham 
1104,Tai-Pan,James Clavell
1105,Bastard Out of Carolina,Dorothy Allison
1106,The Alchemyst,Michael Scott 
1107,Halo,Alexandra Adornetto
1108,The Silver Linings Playbook,Matthew Quick 
1109,Sweet Evil,Wendy Higgins 
1110,Fifty Shades Trilogy,E.L. James 
1111,The Spy Who Came In from the Cold,John le Carré
1112,Eclipse,Stephenie Meyer
1113,Les Fleurs du Mal,Charles Baudelaire
1114,Memoirs of Hadrian,Marguerite Yourcenar
1115,White Teeth,Zadie Smith
1116,Breaking Dawn,Stephenie Meyer
1118,The Angel's Game,Carlos Ruiz Zafón
1119,Effortless,S.C. Stephens 
1120,Garden Spells,Sarah Addison Allen 
1121,The Immortal Rules,Julie Kagawa 
1122,The Heart of Aleppo: A Story of the Syrian Civil War,Ammar Habib 
1124,Anne of the Island,L.M. Montgomery
1125,Losing Hope,Colleen Hoover 
1126,Villette,Charlotte Brontë
1127,Magic Bites,Ilona Andrews 
1128,The Selfish Gene,Richard Dawkins 
1129,"Missing Wings: Chronicles of the Aranysargas (Aranysargas, #1)",Andrea Luhman 
1130,Wait for You,Jennifer L. Armentrout 
1131,Rant,Chuck Palahniuk 
1132,The Princess Diaries,Meg Cabot 
1134,The Octunnumi Fosbit Files Prologue,Trevor Alan Foris 
1135,The Blue Castle,L.M. Montgomery
1136,The French Lieutenant's Woman,John Fowles
1137,El Diablo,M. Robinson
1138,"America's Daughter (Dancing Soul Trilogy, #2)",Maria Nhambu 
1140,Cross My Heart and Hope to Spy,Ally Carter 
1141,The Tenant of Wildfell Hall,Anne Brontë
1142,Naked in Death,J.D. Robb 
1143,Max,James Patterson 
1144,Beautiful Darkness,Kami Garcia 
1145,The Satanic Verses,Salman Rushdie
1146,Metamorphoses,Ovid
1147,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst
1148,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle
1149,City of Thieves,David Benioff
1150,Stolen: A Letter to My Captor,Lucy Christopher 
1151,Fall of Giants,Ken Follett 
1152,Just So Stories,Rudyard Kipling
1153,Old Yeller,Fred Gipson
1154,Quo Vadis,Henryk Sienkiewicz
1155,Broken Promises (Past Imperfect Mystery Book 1),Anne Willow 
1156,Guards! Guards!,Terry Pratchett
1159,Something Borrowed,Emily Giffin 
1160,Born at Midnight,C.C. Hunter 
1161,A Man Called Ove,Fredrik Backman 
1162,Elantris,Brandon Sanderson 
1163,Gilead,Marilynne Robinson
1164,Extras,Scott Westerfeld 
1165,Ragtime,E.L. Doctorow
1166,Perdido Street Station,China Miéville 
1167,The Blue Sword,Robin McKinley
1168,The Sky Is Everywhere,Jandy Nelson 
1169,"The Diamond Age: Or, A Young Lady's Illustrated Primer",Neal Stephenson 
1170,The Complete Fairy Tales,Hans Christian Andersen
1171,"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne
1172,Rapture,Lauren Kate 
1173,What Is the What,Dave Eggers
